"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"K.M., Mahaboob Sheriff, K. M.; L., Kerbache, Laoucine","Mahaboob Sheriff, K. M. (57220038164); Kerbache, Laoucine (6602694753)","57220038164; 6602694753","Sourcing Strategies for Adopting in-house Additive Manufacturing (AM) in the Automotive Supply Chain – A Post-COVID-19 Perspective","2021","","","","","830","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126266277&partnerID=40&md5=698c92a49b4d08af4a1bb9234ae8cff3","Additive manufacturing (AM) is recognized by many supply chain professionals and global automakers as the best alternatives to manage disruptions and boost automotive supply chain resilience. A semi-structured interview was conducted among Indian auto firms’ industry experts to determine the current status of AM implementation in the Indian auto industry. The industry experts of Indian and foreign-based automakers operating in India have suggested in-house AM production to tackle the upstream automotive supply chain’s complexity during disruptions. This choice’s significant cause is to protect the auto components’ design secrecy from private exposure and retain the firm’s competitive advantage. In addition, the overall difficulties prevailing in the outsourcing activities, particularly in the upstream automotive supply chain due to various uncertain events such as COVID-19, also influenced their choice towards in-house AM production. Hence, it is necessary to analyze the feasibility of initiating in-house AM production in the upstream automotive supply chain for the post-COVID-19 unusual scenario. The resource-based view (RBV) and knowledge-based view (KBV) of strategic sourcing are suitable for establishing in-house AM production in the OEM’s plant location. In this regard, a step-wise procedure has been proposed to guide OEM’s management towards significant adoption of in-house AM production. The RBV theory states that resources and capabilities have to be precious, unique, and organizationally active to achieve sustainable competitive advantage. The KBV theory, an extension of RBV theory, states that intangible resources, such as human capital and knowledge, are a firm’s unique resources to help achieve a competitive advantage. As per the RBV/KBV theories, the firms may contract outsourcing with the leading resource and knowledge providers to pass knowledge and resources currently not owned by the firm. With the guidance of RBV/KBV theories, OEM’s management has to make a short-term collaboration with an AM service provider to transfer the knowledge, human capital, and other resources from them to OEM. This short-term collaboration may help OEM to develop its internal capabilities with the knowledge and resource transfer offered by the AM service provider. Similarly, OEM can benefit from hiring technical personnel from the AM service provider to develop its employees’ knowledge and technical skills on AM. © 2022 Elsevier B.V., All rights reserved.","","","Conference paper","Final","","Scopus","2-s2.0-85126266277"
"X.(., Wu, Xiaosong (Jason); W.(., Huang, Wei (Wayne); J.J., Jiang, James J.; G.S., Klein, Gary S.; S., Liu, Shan","Wu, Xiaosong (Jason) (57193141122); Huang, Wei (Wayne) (57215797621); Jiang, James J. (7404828955); Klein, Gary S. (25954599700); Liu, Shan (55943796100)","57193141122; 57215797621; 7404828955; 25954599700; 55943796100","Boundary buffering: limiting interference and information leakage in design teams","2020","International Journal of Operations and Production Management","40","3","","293","313","0","15","10.1108/IJOPM-03-2019-0180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079818268&doi=10.1108%2FIJOPM-03-2019-0180&partnerID=40&md5=c55031bc32e9976a7168926fdc7106cd","Purpose: Two challenges faced by automotive component design projects within contracted design agencies are (1) specification changes requested by the manufacturers and (2) product information or core technology knowledge leakage to external actors. We examine the effects of targeted boundary activities that address these challenges under the contingencies of environmental uncertainty and project complexity. Design/methodology/approach: Based on Boundary management theory, a bidirectional model of boundary buffering was conceptualized in the context of design agency teams developing automotive components. A survey is derived from the proposed model. Regression analysis is performed using empirical data from 234 auto component design projects in Chinese design agencies. Findings: Boundary buffering activities that strengthen outside-in boundaries and inside-out boundaries directly improve the final design quality. Further, the magnitude of effect for outside-in buffering on design quality is enhanced under environmental uncertainty, while the impact of inside-out buffering on design quality is enhanced under project complexity. Research limitations/implications: Boundary activities should consider differences in boundary targets, directional flow of information, and context of scope. Practical implications: Automotive component design agents should attend to both outside-in and inside-out boundary buffering, especially under conditions of environmental uncertainty or project complexity. Originality/value: The proposed bidirectional view on boundary buffering adds perspective to team boundary management theory. Specific contingencies include common risk elements of project complexity and environmental uncertainty not typically associated with the need for buffering activities. © 2021 Elsevier B.V., All rights reserved.","Automotive Industry; Boundary Buffering; Design Agents; Environmental Uncertainty; New Product Design; Project Complexity","","Article","Final","","Scopus","2-s2.0-85079818268"
