"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Review of Farming Aerial Mobile Robotic Systems and Proposal for Space Bio-Automation and Agriculture Applications","R. Barreto; J. Cornejo; M. A. Saavedra; J. S. C. Palencia; R. Palomares","Center for Space Emerging Technologies (C-SET), Universidad Nacional de Ingeniería, Lima, Peru; Universidad Tecnológica del Perú, Lima, Peru; Corporación Universitaria del Huila, Neiva, Colombia; Corporación Universitaria del Huila, Neiva, Colombia; Research Group of Robotics and Mechatronics (GI-ROMA), Universidad Ricardo Palma, Lima, Peru","2023 VI Congreso Internacional en Inteligencia Ambiental, Ingeniería de Software y Salud Electrónica y Móvil (AmITIC)","22 Dec 2023","2023","","","1","5","New technological advances have brought tools to increase the scope of the human outside the world. However, it is necessary more research to achieve the challenges of leaving the earth. Thus, some solutions applied on this planet could be used as inspiration to be used in other environments besides scouting or mapping. For this reason, a micro review to collect some projects about unmanned aerial vehicles (UAV) applied to agriculture, has been done to propose possible solutions to space farming due to the relevance of having a self-sufficient food source on long trips or settlements on other planets. In addition, it is suggested the plausible adaptation of the projects currently developed to put in charge of possible tasks that can be accomplished by their functionality and limitations. For this reason, the research line of Controlled Environment Agriculture (CEA) in the Division of Biomechatronics and Life Support Systems at the Center for Space Emerging Technologies (C-SET) worked in collaboration with the Department of Mechatronics Engineering of the Corporación Universitaria del Huila presents a technical literature micro-review to encourage the scientist to create novel UAVs starting from the now working on earth to improve their performance in demanding scenarios like low gravity or thin atmosphere. In conclusion, it is mandatory to start the automatization of as many as possible tasks that could be needed where are limited resources such as labor or time to end all the assignments of the mission resulting that the implementation of UAVs as a solution for future space colonies.","","979-8-3503-1869-2","10.1109/AmITIC60194.2023.10366361","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366361","UAV;drones;agriculture;robots;mechatronics;space applications","Earth;Space vehicles;Space technology;Space missions;Terrestrial atmosphere;Autonomous aerial vehicles;Agriculture","","7","","43","IEEE","22 Dec 2023","","","IEEE","IEEE Conferences"
"A Comparison between PV and Dish Stirling Systems Towards Self-Sufficient Energy Building in Lebanon","C. Z. El-Bayeh; K. Alzaareer; M. -h. Laraki; B. Brahmi; K. Panchabikesan; W. A. Venturini; U. Eicker","Canada Excellence Research Chair Team, Concordia University, Montreal, Canada; Electrical Engineering Department, Ecole de Technologie Superieure, Montreal, Canada; Electrical Engineering Department, Ecole de Technologie Superieure, Montreal, Canada; Mechanical Engineering Department, McGill University, Montreal, Canada; Canada Excellence Research Chair Team, Concordia University, Montreal, Canada; Canada Excellence Research Chair Team, Concordia University, Montreal, Canada; Canada Excellence Research Chair Team, Concordia University, Montreal, Canada",2020 5th International Conference on Renewable Energies for Developing Countries (REDEC),"11 Aug 2020","2020","","","1","6","The originality of this paper consists of analyzing and comparing the installation of and Photovoltaic Dish Stirling (DS) systems in buildings. The main goal is to maximize energy production using only the available building rooftop by introducing different solar technologies. For the case study, a typical building with four floors located in Lebanon is considered. The main goal is to propose a self-sufficient energy building that produces its own energy without the need to be connected to the grid or supplied by other external electricity sources. Three case studies are considered in which different solar technologies are installed on the rooftop: (i) PV system, (ii) Dish Stirling System, (iii) combination of (i), and (ii) to maximize the energy generation and the utilization factor of the rooftop. Results show that the PV system of 9. 3kW can only supply 12% of the total energy demand of the building during a day, while 68% is attained by using one Dish Stirling of a capacity of 25kWp. In the third case, the combination of both systems yields about 73% of the total energy demand of the building.","2644-1837","978-1-7281-5595-1","10.1109/REDEC49234.2020.9163860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163860","Dish Stirling;Photovoltaic;Self-Sufficient Building;Solar energy;Sustainable communities;Energy Demand","Production;Floors;Solar energy;Meteorology;Photovoltaic systems","","3","","15","IEEE","11 Aug 2020","","","IEEE","IEEE Conferences"
"Design of unmanned aerial vehicle (UAV) flight control system based on DSP and adaptive control theory","P. Liu; Z. Li; C. Cui","School of Mechanical and Automotive Engineering, South China University of Technology, Taishan, Guangdong, China; College of Electrical and Control Engineering, North China University of Technology, Beijing, China; Institute of Information Science and Engineering, Shandong University, Jinan, Shandong, China",2016 International Conference on Communication and Electronics Systems (ICCES),"30 Mar 2017","2016","","","1","5","With the advancement of the avionics business, the improvement of the unmanned aerial vehicle (UAV) and the utilization of more get the consideration of individuals, unmanned aerial vehicle (UAV) for its little volume, minimal effort, multi-reason and reusable attributes turn into the center of consideration. Flight control framework is the center substance of unmanned aerial vehicle (UAV) to acknowledge self-sufficient flight, how to outline and confirm the strength, unwavering quality of flight control framework and do not have to spend a great deal of labor and material assets in genuine flight hazard, has turned into a critical subject venture improvement. Despite flight control framework in preparing pace and scaling down necessity is increasingly elevated, the flight control framework utilizing DSP as the center processor has gotten to be one of the highlights in agro-logical examination in the momentum, DSP has rich direction framework, fast and high exactness of figuring influence and the upsides of the copious fringe assets, for the flight control arrangement of innovative work gives a decent stage. This Topic consolidated with versatile control hypothesis, going for the weaknesses of the customary control calculation to give hypothetical improvement.","","978-1-5090-1066-0","10.1109/CESYS.2016.7889898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7889898","component;Unmanned Aerial Vehicle;DSP;agro-scientific;adaptive control theory","Unmanned aerial vehicles;Global Positioning System;Aerospace control;Robot sensing systems;Open source software;Base stations;Programming","","8","","14","IEEE","30 Mar 2017","","","IEEE","IEEE Conferences"
"Optimal Energy Management System for Storage-Integrated Multi-Energy Microgrids","Ehsan–Hosseini; P. Horrillo–Quintero; P. García–Triviño; C. Andrés García–Vázquez; H. Sánchez–Sainz; L. M. Fernández–Ramírez","Department of Electrical Engineering, SURET Research Group, University of Cadiz, Algeciras, Spain; Department of Electrical Engineering, SURET Research Group, University of Cadiz, Algeciras, Spain; Department of Electrical Engineering, SURET Research Group, University of Cadiz, Algeciras, Spain; Department of Electrical Engineering, SURET Research Group, University of Cadiz, Algeciras, Spain; Department of Electrical Engineering, SURET Research Group, University of Cadiz, Algeciras, Spain; Department of Electrical Engineering, SURET Research Group, University of Cadiz, Algeciras, Spain",2024 IEEE International Conference on Environment and Electrical Engineering and 2024 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe),"20 Nov 2024","2024","","","01","06","The paper describes the design and evaluation of a multi-energy microgrid (MEMG) that incorporates renewable energy sources (RES), battery storage (BS), fuel cells (FC), electrolyzer (ELZ) as hydrogen vector, and thermal vector to meet residential energy demands. The focus of the paper is on developing an optimal energy management system (EMS) using the ‘fmincon’ optimization algorithm to economically dispatch power between electrical and hydrogen sources while maintaining a balance between thermal and electrical power across all components of the microgrid. The EMS is evaluated using Simulink under different weather scenarios and varying thermal/electrical demands. The results indicate that the proposed EMS effectively controls the power flow from the BS, FC, and ELZ ensuring that minimum costs are imposed on the MEMG while the demands are met under all conditions. Additionally, it suggests that the MEMG is largely self-sufficient, requiring minimal intervention from the grid.","2994-9467","979-8-3503-5518-5","10.1109/EEEIC/ICPSEurope61470.2024.10751469","Ministerio de Ciencia e Innovación(grant numbers:TED2021-129631B-C32); Agencia Estatal de Investigación, and Unión Europea(grant numbers:TED2021-129631B-C32); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10751469","optimal energy management system;multi-energy microgrids;energy storages;thermal and electrical balances","Energy consumption;Software packages;Hydrogen;Microgrids;Thermal management;Vectors;Stability analysis;Energy management systems;Thermal stability;Meteorology","","","","17","EU","20 Nov 2024","","","IEEE","IEEE Conferences"
"Comprehensive Analysis of a Modular Dual Battery EV Charging System Architecture to Overcome Grid-Intermittency and Harmonics Distortion","D. Mishra; B. Singh; B. K. Panigrahi","Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India; Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India; Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India",2021 IEEE Transportation Electrification Conference (ITEC-India),"9 Nov 2022","2021","","","1","6","This paper describes a dual battery EV charging system with variable battery voltage operations. A wide range of EVs is now available based upon their operational flexibility and power availability. However, frequent modification in charging architecture and related components based upon the battery voltage diverseness can't be assured. To fulfill the charging requirements for multiple low power EVs, a dual battery charging system with minimal circuit components is described in this paper. A non-linear sliding mode control architecture with direct power control also ensures smooth operation during the bi-directional charging operation. In addition, the renewable and battery energy storage support is also depicted in the charging architecture to make it self-sufficient to operate in standalone mode. The control configuration is designed with MATLAB and the Simulink platform to validate the bi-directional charging operation with a Level-I charging prototype.","","978-1-6654-2146-1","10.1109/ITEC-India53713.2021.9932469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9932469","Multi-port EV charging;Grid-PV-BSU integration;resonant converter;bi-directional charging","Renewable energy sources;Software packages;Power quality;Transportation;Systems architecture;Prototypes;Bidirectional control","","","","12","IEEE","9 Nov 2022","","","IEEE","IEEE Conferences"
"Integrated management system for self-sufficient and energy- sustainable buildings","L. Alejandro Arias; D. Mosquera; E. Rivas; A. Cortes","Universidad ECCI, Bogota, Colombia; Universidad Distrital Francisco Jose de Caldas, Bogota, Colombia; Universidad Distrital Francisco Jose de Caldas, Bogota, Colombia; Universidad ECCI, Bogota, Colombia",2021 Fifth World Conference on Smart Trends in Systems Security and Sustainability (WorldS4),"19 Aug 2021","2021","","","36","44","In the present paper, an automated housing block model is proposed that allows saving electricity and water while facilitating self-generation of energy as ways to make the building self-sustaining. Methodologically, the work combines alternative technologies of self-generation such as: Peak urban-type hydroelectric power plants, photovoltaic systems, slow wind turbines with an exciter system supported by permanent magnets, intelligent elevators, supported by lighting systems with the use of natural light and intelligent elevators. The power generation sources and the support systems are managed with a control system that uses cloud computing applications to facilitate the management of several buildings at the same time. The results show the benefits in terms of self-generation that for some hours of the day allows 100% coverage of the energy demand of the buildings and additionally the possibility of having surplus energy for sale to the network operator.","","978-1-6654-0096-1","10.1109/WorldS451998.2021.9514040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9514040","Management system;Self-generation;Urban hydroelectric central peak;Intelligent elevator control;Data management;Monitoring of weather conditions","Photovoltaic systems;Buildings;Market research;Elevators;Real-time systems;Permanent magnets;Wind turbines","","","","9","IEEE","19 Aug 2021","","","IEEE","IEEE Conferences"
"Optimization and Energy Management of Microgrid Considering Demand Response","N. M. K; A. M. V; N. K; S. Sreedharan","Dept. of EEE, MES college of Engineering Kuttippuram, APJ Abdul Kalam Technological University, Kerala, India; Dept. of EEE, MES college of Engineering Kuttippuram, APJ Abdul Kalam Technological University, Kerala, India; Dept. of EEE, MES college of Engineering Kuttippuram, APJ Abdul Kalam Technological University, Kerala, India; Dept. of CSE, MES college of Engineering Kuttippuram, APJ Abdul Kalam Technological University, Kerala, India",2024 International Conference on Futuristic Technologies in Control Systems & Renewable Energy (ICFCR),"28 Nov 2024","2024","","","1","6","Microgrid is a self-sufficient energy system that provides power to a specific geographic area, such as neighborhood, business center, hospital complex, or college campus. It can connect and disconnect from the grid to operate in grid-connected or island mode. This is a hybrid system in which several Distributed Energy Resources (DERs) are connected in parallel, including a photovoltaic system, a wind turbine, an energy storage system and a diesel generator. It is also connected to the utility grid. Optimization and energy management of microgrid considering demand response is an effective component size optimization as well as cost reduction technique implemented by reducing or eliminating the mismatch between the generation and consumption profiles by time shift and schedule of dispatchable loads. The optimization of standalone system with and without demand response program was done by using Homer PRO software and that of grid connected system by using HOMER GRID software where wind speed and solar radiant data taken from NASA's meteorological department. The effectiveness of demand response program was checked in both systems by calculating the net present cost and CO2 emission. Standalone microgrid gives promising results considering CO2 emission and Grid connected system gives better results considering net present cost.","","979-8-3315-0460-1","10.1109/ICFCR64128.2024.10763188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10763188","Size optimization;Micro-grid;Stand-alone;Grid connected;Renewable resource energy;Demand response;Distributed energy sources","Costs;Wind speed;NASA;Microgrids;Maintenance engineering;Demand response;Software;Wind turbines;Optimization;Carbon emissions","","1","","20","IEEE","28 Nov 2024","","","IEEE","IEEE Conferences"
"Efficient Energy Scheduling for Microgrids Under Uncertainty","Y. A. Al-Wajih; M. Shafiullah; M. M. Al-Dhaifallah; A. Sonbul","Control & Instrumentation Engineering, KFUPM, Dhahran, Saudi Arabia; Control & Instrumentation Engineering, IRC for Sustainable Energy Systems (IRC-SES), KFUPM, Dhahran, Saudi Arabia; Control & Instrumentation Engineering, IRC for Sustainable Energy Systems (IRC-SES), KFUPM, Dhahran, Saudi Arabia; Mawhiba Enrichment Research Program, Riyadh, Saudi Arabia","2024 21st International Multi-Conference on Systems, Signals & Devices (SSD)","12 Jun 2024","2024","","","230","238","This study aims to develop a strategy for scheduling energy in a community microgrid that considers electricity costs, loads, and climate uncertainties. These microgrids are a localized, self-sufficient energy network that can generate, store, and supply energy to a local community and can be managed by individual control systems or in alignment with the country's utility grid. The system proposed is interconnected with a utility grid, a solar photovoltaic (PV) plant, a wind generation system, a micro-turbine, an energy storage system (ESS), and a load. A flexible math-ematical problem is formulated and solved using an efficient meta-optimization method called the marine predator algorithm (MPA). The strategy considered uses intelligent management software to meet load demands efficiently while minimizing costs by enhancing the utilization of the resources.","2474-0446","979-8-3503-7413-1","10.1109/SSD61670.2024.10548407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548407","Energy Storage System;Marine Predator Algorithm;Microgrids;Renewable En-ergy;Solar PV;Wind-Turbine","Wind energy generation;Transactive energy;Renewable energy sources;Uncertainty;Costs;Software algorithms;Microgrids","","1","","30","IEEE","12 Jun 2024","","","IEEE","IEEE Conferences"
"Self-sufficient Electric Energy Supply at Home","M. Čepin","Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia",2023 International Conference on Information and Digital Technologies (IDT),"1 Aug 2023","2023","","","273","278","Electric energy supply at home is an issue, which offers more solutions than years ago. The objective is to present an evaluation of self-sufficient electric energy supply at home. The method bases on the solar power plant as the primary source of power generation. The storage of electric energy with direct current electric battery is considered as the secondary power source, knowing that night hours are without the primary power generation. The real case time dependent home consumption is determined and the real case of solar power plant generation is considered in this evaluation. The size of solar power plant and the size of the battery are optimised, which is based on consumption and on 100 % self-sufficient power system. One parameter optimisation bases on minimisation of costs for such a system. The model includes realistic yearly time dependent home consumption curve, realistic yearly time dependent solar power plant generation curve and realistic yearly time dependent curve of state of charge of battery, which is a function of solar power and home consumption. The time resolution of this model can vary based on density of data points of solar power generation and density of points of determined power consumption. Results include comparison of costs related with different size of solar power plant and with different size of battery. The most important result is a combination of the size of solar power plant and the size of battery, which are both related with the smallest overall costs. Consideration of different years gives different results due to different sun irradiation through the hours of the year due to weather changes. Consideration of different locations gives different results due to the same reason. Results show relatively large cost of all cases, which exceeds the cost of supply of electrical energy from actual provider at the current conditions.","2575-677X","979-8-3503-0586-9","10.1109/IDT59031.2023.10194449","Slovenian Research Agency(grant numbers:P2-0356); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194449","Self-sufficient;power;supply;energy;electric;solar;battery","Photovoltaic systems;Radiation effects;Costs;Power demand;Minimization;Batteries;State of charge","","","","15","IEEE","1 Aug 2023","","","IEEE","IEEE Conferences"
"Global rollouts - risks and factors that affect ERP solutions in Romania - A case study in the sales and distribution area","B. V. Costin; C. Dorian","Management Information Systems Department, Bucharest Academy of Economic Studies, Bucharest, Romania; Mechatronics and Robotics Department, University of Craiova, Craiova, Romania","2019 23rd International Conference on System Theory, Control and Computing (ICSTCC)","31 Oct 2019","2019","","","391","396","An important step along the transition of Romania business environment from one regime to another was the change of the working specific for many economic entities. Thus, the public acquisitions of some companies from our country, by large companies and concerts of European and not only occurred. Each acquisition has changed from the foundations, everything that meant the way of working, as well as people’s thinking towards another style of accomplishing the daily activities. Adapting workflows to what the new company has come up with has been one of the most important steps in the company’s further evolution (whether it is self-sufficient or that it has become a subsidiary of the parent company). Changing the existing processes had to be done in each company for efficiency, creating several comments and discussions about how these processes need to be modified and considering the Romanian legislation, which, as we know, is so dense and interpretable. This has inevitably led to the implementation of an ERP-based IT system, and there are two possibilities: a system installed and configured from scratch, or a rollout, meaning that the company will be a company code within the system that serves mother company. In the following paper we will discuss the risks and factors that influenced the sales and distribution area, how they supervised the deployments that took place in Romania and which were the most used methods: from scratch or rollout - based on a template provided by mother-company.","2372-1618","978-1-7281-0699-1","10.1109/ICSTCC.2019.8885535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8885535","Rollout;Enterprise Resource Planning;SAP;Data;Methods;Sales and Distribution","Companies;Paints;Economics;Enterprise resource planning;Management information systems","","","","28","IEEE","31 Oct 2019","","","IEEE","IEEE Conferences"
"System Planning and Modeling of a Renewable Energy Self-Sufficient Community","R. Ngabesong; L. McLauchlan","Department of Electrical Engineering and Computer Science, Texas A&M University-Kingsville, Kingsville, Texas, USA; Department of Electrical Engineering and Computer Science, Texas A&M University-Kingsville, Kingsville, Texas, USA",2018 IEEE Green Technologies Conference (GreenTech),"7 Jun 2018","2018","","","21","26","Renewable energy generation in centralized and distributed power generation, implements small-scale wind, solar and biomass power plants installed at the distribution level to offset the huge electricity demand by consumers. This research paper aims on proposing a systematic approach on how to plan and model a renewable energy self-sufficient community for development. The proposed system is comprised of multiple renewable energy generation sources of defined target capacity (i.e., Solar, Wind, and Biomass). The methodology employs SysML modeling environment, and the results are presented as a roadmap for actual real-life design implementation.","2166-5478","978-1-5386-5183-4","10.1109/GreenTech.2018.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8373596","Renewable Energy Self Sufficient Community;Microgrid;SysML;Renewable Energy","Biomass;Solar panels;Planning;Wind turbines;Stakeholders","","2","","15","IEEE","7 Jun 2018","","","IEEE","IEEE Conferences"
"Design and implementation of a photovoltaic system for self-sufficient energy supply of mobile Robots","C. Geng; K. Schmidt","Frankfurt Robotics Science Team, Frankfurt University of Applied Sciences, Frankfurt, Germany; Frankfurt Robotics Science Team, Frankfurt University of Applied Sciences, Frankfurt, Germany","2021 3rd International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)","25 Jun 2021","2021","","","1","5","Mobile robots are used in environments that are difficult or impossible for humans to access. Mars rovers are one example. These robots, also called rovers, require a self-sufficient energy supply. This article deals with the development of a 20W photovoltaic system that tracks the sun using light sensors. This tracking consists of one rotation axis each for the adjustment of the azimuth and the elevation angle. The collector tracking is driven by a stepper motor with worm gear for each axis. Through the tracking, the generated electrical power can be increased by about 44%. This installed photovoltaic unit can fully charge the accumulator of the rover within 21 hours and 25 minutes at an average solar irradiation of 533W/m2.","","978-1-6654-4058-5","10.1109/HORA52670.2021.9461183","Frankfurt University of Applied Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461183","Photovoltaic energy supply;Sun tracking system;European Rover Challenge;RTOS;Light sensor;Microcontroller;Embedded systems","Photovoltaic systems;Space vehicles;Radiation effects;Mars;Robot sensing systems;Sensor systems;Sensors","","2","","27","IEEE","25 Jun 2021","","","IEEE","IEEE Conferences"
"Sizing and Control of Isolated PV System for Self Sufficient House","M. A. Hendy; M. A. Nayel","Electrical Egineering Department, Faculty of Engineering, Assiut University, Assiut, Egypt; Electrical Egineering Department, Faculty of Engineering, Assiut University, Assiut, Egypt",2023 IEEE Conference on Power Electronics and Renewable Energy (CPERE),"11 May 2023","2023","","","1","6","Delivering energy to remote areas is a challenge due to far distances and lack of fuels so it is more economical to build isolated microgrids as self-sufficient system with renewable energy sources. In this paper, isolated DC microgrid is proposed to feed a single house with the required electrical energy and to generate oxyhydrogen gas HHO that used for cooking. The proposed system consists of PV as a main source of energy, hybrid battery-hydrogen storage system, HHO electrolyzer and DC-DC converters. Firstly, sizing of different components is performed to ensure reliable operation of the proposed system. To ensure stable and smooth operation during large variations in irradiance and load power in addition to the challenging stability issues of constant load behavior, a robust sliding mode controller SMC is used to control the bidirectional converter interfacing battery with the system. The performance of the proposed system is validated through MATLAB simulation. The proposed controllers ensure stable DC voltage with low ripple and is robust with respect to large variations in irradiance and load power.","","978-1-6654-5233-5","10.1109/CPERE56564.2023.10119610","Innovation Fund; Assiut University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10119610","Isolated DC microgrid;Hydrogen;PV;sliding mode controller;self-sufficient house","Renewable energy sources;Microgrids;Stability analysis;Robustness;Power electronics;Batteries;Voltage control","","2","","17","IEEE","11 May 2023","","","IEEE","IEEE Conferences"
"Investigating Various Autonomous Vehicle Technologies for Automated Steering","S. B. Patil; A. Kannagi; U. M. Daivagna; M. Mathur; K. R. Singh; T. Sathya","Department of Information Technology, Vishwakarma Institute of Technology, Pune, INDIA; Department of Computer Science and Information Technology, Jain (Deemed to be University), Bangalore, Karnataka, India; Department of uGDX, ATLAS SkillTech University, Mumbai, Maharastra, India; Department of Civil Engineering, Vivekananda Global University, Jaipur, India; Department of Computer Science, Karpagam Academy of Higher Education Coimbatore; Department of Computer Science and Engineering, Prince Shri Venkateshwara Padmavathy Engineering College, Chennai",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","7","This paper investigates the ability for using diverse self-sufficient vehicle technology for computerized steering. The studies specializes in two precise technology, Optical waft Estimation (OFE) and Inertial size devices (IMUs), to assess their suitable levels of accuracy and reliability for controlling steering in real-international scenarios. For each era, the paper offers a top level view of its operating precept and a dialogue of its modern-day competencies, detailing its benefits and limitations. The experimental effects of each era are offered to evaluate its steerage overall performance in various riding situations, and an ensemble device combining the 2 sensors is used to demonstrate potential with progressed accuracy and reliability. Ultimately, the paper delves into the consequences of self reliant car technology for automated steerage and offers pointers and avenues for in addition studies.","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10723893","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10723893","investigates;computerized;Estimation;performance;studies","Performance evaluation;Integrated optics;Accuracy;Estimation;Software;Automobiles;Reliability;Optical sensors;Autonomous vehicles","","","","12","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
"Self-sufficient system for NOx reduction","J. Žahour; J. Křivka; K. Kosturik; S. Fredholm","Faculty of Electrical Engineering, University of West Bohemia in Pilsen, Pilsen, Czech Republic; Faculty of Electrical Engineering, University of West Bohemiain Pilsen, Pilsen, Czech Republic; Faculty of Electrical Engineering, University of West Bohemiain Pilsen, Pilsen, Czech Republic; Autometal Scandinavia AB in Ellos, Sweden",2015 23rd Telecommunications Forum Telfor (TELFOR),"11 Jan 2016","2015","","","646","649","This paper describes a SCR system which is being developed for using with the diesel engines. Unlike the commercial products this system has not to be connected with the electrical control units or sensors of the target engine. It means the system is not dependent on the vehicle type. The goal of this project is to develop a self-sufficient system for the reduction of nitrogen oxides. This feature enables using the same system in wide range of projects, including retrofitting. It also describes whole hardware principle and the interconnection between modules. Additionally the basic behavior of the catalytic convertor is described and demonstrated by the results of several tests on the test bench.","","978-1-5090-0055-5","10.1109/TELFOR.2015.7377550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7377550","SCR;diesel engine;exhaust system;NOx measuring","Thyristors;Exhaust systems;Temperature measurement;Engines;Sensors;Nitrogen;Oxidation","","","","7","IEEE","11 Jan 2016","","","IEEE","IEEE Conferences"
"Smart Electricity Meter Monitoring and Prediction using iSocket","A. Pandoh; A. S. Wasekar; S. Sarkar; A. B. Thakur","Information Technology FCRIT, Mumbai, India; Electronics and Communication engineering VIT, Mumbai, India; Electrical engineering FCRIT, Mumbai, India; Computer science and engineering RAIT, Mumbai, India",2021 7th International Conference on Advanced Computing and Communication Systems (ICACCS),"3 Jun 2021","2021","1","","211","216","The ever increasing demand for power has driven many natural resources on the verge of depletion. The threat now poses over the renewable sources of power which are not yet developed to the extent of completely working in a self-sufficient manner. In such a case, optimal power sharing and efficient energy consumption is called into practice. The smart meter here, serves the purpose of continuously monitoring energy consumption and informing the user when it exceeds a set limit. In this paper, an application is developed along with a hardware module coined `i-Socket' which is used to track the energy consumed by each device in a house and thus estimates the monthly electricity bill. Now, in this system, the user can set a monthly desired bill and as the energy consumption approaches the set limit, the user is notified through the software application. Also, this system employs an algorithm which sets the monitoring rate of a connected device to the socket based on the type of device and thus, is itself an energy efficient device. The current sensor employed for this purpose is ACS712 sensor and the microcontroller used is Arduino UNO to control the hardware units. A Boost converter is used for the power supply to the sensing devices and controllers. The software application is developed for monitoring electricity bills. System takes input of present data of current, and predicts meter reading for the following months. It gives predictions of items to be used at a specific time frame based on its power consumption.","2575-7288","978-1-6654-0521-8","10.1109/ICACCS51430.2021.9442011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9442011","ACS712 sensor;Arduino UNO;PCY;ARIMA;Boost converter;Firebase cloud;Hall effect;Smart Meter","Performance evaluation;Meters;Energy consumption;Power demand;User interfaces;Hardware;Software","","2","","12","IEEE","3 Jun 2021","","","IEEE","IEEE Conferences"
"Representation of inference engines for situational control expert systems on the base of conceptual graphs theory","S. V. Vlasenko","Saint-Petersburg Electrotechnical University “LETI”, Saint-Petersburg, Russia",2017 XX IEEE International Conference on Soft Computing and Measurements (SCM),"7 Jul 2017","2017","","","503","505","This article explores one of the approaches to the use of the conceptual graphs (CGs) theory in the tasks dealing with automated development of the embedded expert systems (ESs) being realized in an open program code in universal high level algorithmic languages. Within this approach CGs are used as an universal expression means for representation of overall, self-sufficient, fully portable expert systems models of various classes which can be correctly executed (or translated into the required form) in the target program environments. The described approach is considered on the example of the project of AIS toolkit development, focused on support of the built-in situational type control ESs design.","","978-1-5386-1810-3","10.1109/SCM.2017.7970630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7970630","expert systems;knowledge representation;conceptual graphs;semantic networks","Engines;Inference algorithms;Semantics;Knowledge engineering;Software;Data models","","1","","6","IEEE","7 Jul 2017","","","IEEE","IEEE Conferences"
"Design Flow and Implementation of a Vision-Based Gesture-Controlled Drone","A. Findelair; X. Yu; J. Saniie","Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A; Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A; Department of Electrical and Computer Engineering, Embedded Computing and Signal Processing (ECASP) Research Laboratory, Illinois Institute of Technology, Chicago, IL, U.S.A",2022 IEEE International Conference on Electro Information Technology (eIT),"7 Jul 2022","2022","","","320","324","The increasing efficiency of complex Neural Network architecture and the continuous improvement of embedded edge computing has reached a point that allows the deployment of advanced computer vision tasks on some of the most critical embedded applications, such as aerial drones. While similar applications were already possible by moving heavy processing on a ground station, an autonomous and centralized system significantly improves usability and security. The machine is thus self-sufficient and less prone to network attacks. Three main challenges stand-out during the deployment of our complex gesture recognition pipeline: (1) allowing user-defined controls, (2) ensuring robustness, and (3) on-board deployment. These challenges are tackled through handcrafted features to avoid the curse of dimensionality, neural network optimization on GPUbased companion computers, and data augmentation to cover reallife edges cases such as partial inputs.","2154-0373","978-1-6654-8009-3","10.1109/eIT53891.2022.9813802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813802","Machine learning;Gesture control;Embedded software","Training;Pipelines;Neural networks;Gesture recognition;Software;Usability;Task analysis","","","","10","IEEE","7 Jul 2022","","","IEEE","IEEE Conferences"
