"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reliability Prediction of Self-Adaptive Systems Managing Uncertain AI Black-Box Components","M. Scheerer; R. Reussner","FZI Research Center for Information Technology, Karlsruhe, Germany; Karlsruhe Institute of Technology, I Research Center for Information Technology, Karlsruhe, Germany",2021 International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"29 Jun 2021","2021","","","111","117","Advances in Artificial Intelligence (AI) are associated with a growing complexity of AI models, at the expense of transparency and comprehensibility. The black-box nature of AI components is of particular concern in safety-critical applications, as it can not be guaranteed whether a prediction is correct or not. Incorrect predictions, however, can have serious consequences, e.g., fatal collisions in autonomous driving. Therefore, we propose a novel method for safeguarding AI black-box components based on monitoring input data by using Self-Adaptive Systems (SAS). The presented concepts serve not only as a starting point for runtime approaches (e.g., models at runtime), but also for design-time approaches. As second contribution, we propose an approach for the validation of reconfiguration strategies of SAS's managing uncertain AI black-box components w.r.t. reliability objectives at design-time. We demonstrate the applicability of our approach by a proof-of-concept.","2157-2321","978-1-6654-0289-7","10.1109/SEAMS51251.2021.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462007","Self-adaptive systems;reliable machine learning;model-based reliability analysis;design-time analysis;AI black-box models","Analytical models;Runtime;Predictive models;Reliability engineering;Software reliability;Complexity theory;Artificial intelligence","","7","","34","IEEE","29 Jun 2021","","","IEEE","IEEE Conferences"
"A Self-Adaptive Traffic Light Control System Based on Speed of Vehicles","J. Li; Y. Zhang; Y. Chen","School of Computer Science and Software Engineering, East China Normal University, Shanghai; School of Computer Science and Software Engineering, East China Normal University, Shanghai; School of Computer Science and Software Engineering, East China Normal University, Shanghai","2016 IEEE International Conference on Software Quality, Reliability and Security Companion (QRS-C)","22 Sep 2016","2016","","","382","388","Intelligent transportation is a typical case of cyber-physical system (CPS). Due to the rapid increasing of the number of vehicles in city, problems caused by vehicles, like congestion and environment pollution, are becoming more and more serious. Traffic light control system is often used to control the vehicles passing for a solution of the congestion in the city. Present control systems used are normally assigned as to be static, i.e., traffic light signal changes in a static way. The aim of this paper is to propose a dynamical traffic light control system, i.e., change the traffic light signals in real time following the speed of vehicles. This system is an instance of V2I(Vehicle to Infrastructure) communication model, realizing data transmission between vehicles and traffic lights. Vehicles send speed messages to the traffic light when passing an intersection, then the traffic light analyzes the information and adjusts the signal time in real time. Each traffic light in each direction has a control strategy of itself without the orthogonal requirement. Therefore, the traffic light is a kind of cyber-physical system. This traffic light control system can maximize the number of vehicles passing intersection, and as a result, minimize the congestion and pollution. A traffic light control algorithm based on speed of vehicles and its simulation are presented. The safety and liveness of this control system are discussed too.","","978-1-5090-3713-1","10.1109/QRS-C.2016.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7573773","Intelligent transportation;Traffic light control system;Algorithm and Simulation","Control systems;Automobiles;Safety;Algorithm design and analysis;Roads","","30","","14","IEEE","22 Sep 2016","","","IEEE","IEEE Conferences"
"A Hybrid Approach Combining Control Theory and AI for Engineering Self-Adaptive Systems","R. D. Caldas; A. Rodrigues; E. B. Gil; G. N. Rodrigues; T. Vogel; P. Pelliccione","Chalmers | University of Gothenburg, Gothenburg, Sweden; University of Brasília, Brasília, DF, Brazil; University of Brasília, Brasília, DF, Brazil; University of Brasília, Brasília, DF, Brazil; Humboldt-Universität zu Berlin, Berlin, Germany; Chalmers | University of Gothenburg, Gothenburg, Sweden",2020 IEEE/ACM 15th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"19 Jun 2023","2020","","","9","19","Control theoretical techniques have been successfully adopted as methods for self-adaptive systems design to provide formal guarantees about the effectiveness and robustness of adaptation mechanisms. However, the computational effort to obtain guarantees poses severe constraints when it comes to dynamic adaptation. In order to solve these limitations, in this paper, we propose a hybrid approach combining software engineering, control theory, and AI to design for software self-adaptation. Our solution proposes a hierarchical and dynamic system manager with performance tuning. Due to the gap between high-level requirements specification and the internal knob behavior of the managed system, a hierarchically composed components architecture seek the separation of concerns towards a dynamic solution. Therefore, a two-layered adaptive manager was designed to satisfy the software requirements with parameters optimization through regression analysis and evolutionary meta-heuristic. The optimization relies on the collection and processing of performance, effectiveness, and robustness metrics w.r.t control theoretical metrics at the offline and online stages. We evaluate our work with a prototype of the Body Sensor Network (BSN) in the healthcare domain, which is largely used as a demonstrator by the community. The BSN was implemented under the Robot Operating System (ROS) architecture, and concerns about the system dependability are taken as adaptation goals. Our results reinforce the necessity of performing well on such a safety-critical domain and contribute with substantial evidence on how hybrid approaches that combine control and AI-based techniques for engineering self-adaptive systems can provide effective adaptation.","2157-2321","978-1-4503-7962-5","10.1145/3387939.3391595","CNPq(grant numbers:306017/2018-0); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148732","hybrid;self-adaptive software;control theory;optimization","Measurement;Prototypes;Software;Robustness;Control theory;Regression analysis;Artificial intelligence","","14","","41","","19 Jun 2023","","","IEEE","IEEE Conferences"
"Emergent Web Server: An Exemplar to Explore Online Learning in Compositional Self-Adaptive Systems","R. R. Filho; E. Alberts; I. Gerostathopoulos; B. Porter; F. M. Costa","Federal University of Goiás, Brazil; Vrije Universiteit Amsterdam, The Netherlands; Vrije Universiteit Amsterdam, The Netherlands; Lancaster University, United Kingdom; Federal University of Goiás, Brazil",2022 International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"23 Jun 2022","2022","","","36","42","Contemporary deployment environments are volatile, with conditions that are often hard to predict in advance, demanding solutions that are able to learn how best to design a system at runtime from a set of available alternatives. While the self-adaptive systems community has devoted significant attention to online learning, there is less research specifically directed towards learning for open-ended architectural adaptation – where individual components represent alternatives that can be added and removed dynamically. In this paper we present the Emergent Web Server (EWS), an architecture-based adaptive web server with 42 unique compositions of alternative components that present different utility when subjected to different workload patterns. This artefact allows the exploration of online learning techniques that are specifically able to consider the composition of logic that comprises a given system, and how each piece of logic contributes to overall utility. It also allows the user to add new components at runtime (and so produce new composition options), and to remove existing components; both are likely to occur in systems where developers (or automated code generators) deploy new code on a continuous basis and identify code which has never performed well. Our exemplar bundles together a fully-functional web server, a number of pre-packaged online learning approaches, and utilities to integrate, evaluate, and compare new online learning approaches.","2157-2321","978-1-4503-9305-8","10.1145/3524844.3528079","Leverhulme Trust; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799868","artefact;self-adaptive systems;online learning;web server","Runtime;Codes;Adaptive systems;Autonomous systems;Software algorithms;Restful API;Web servers","","4","","30","","23 Jun 2022","","","IEEE","IEEE Conferences"
"Multi-agent Collaboration in Distributed Self-Adaptive Systems","F. Golpayegani","School of Computer Science and Statistics, Trinity College Dublin, Dublin, Ireland",2015 IEEE International Conference on Self-Adaptive and Self-Organizing Systems Workshops,"29 Oct 2015","2015","","","146","151","Multi-Agent Collaboration (MAC) is a means by which agents solve complex real-world problems. It encompasses agents' coordination, negotiation and cooperation towards their shared goal. A distributed collaboration community consisting of heterogeneous agents in ever-changing environments faces varying degrees of collaborators' goals and/or polices conflicts. Therefore, the focus of my research is on collaborators' conflict management, particularly during community formation in distributed Self-Adaptive Systems. In this paper, the MAC literature is reviewed and a Multi-Agent Collaboration Community Formation (MAC-CF) taxonomy is proposed. The taxonomy adds the essential Establishment phase to the MAC process. The Establishment phase covers all the essential structural and behavioural aspects of a collaboration community formation in order to minimize agents' conflicts in the early stage of collaboration. Additionally, an architecture selection guideline will be designed to facilitate the conflict management of collaborators' goals and policies during the collaboration. The evaluation of this approach will be based on Smart-Grid (SG) scenario implementing a Multi-Agent Self-Adaptive System composed of heterogeneous agents with multiple goals and policies.","","978-1-4673-8439-1","10.1109/SASOW.2015.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7306572","","Teamwork;Taxonomy;Conferences;Knowledge based systems;Guidelines;Decision making","","4","","22","IEEE","29 Oct 2015","","","IEEE","IEEE Conferences"
"Tele Assistance: A Self-Adaptive Service-Based System Exemplar","D. Weyns; R. Calinescu","Department of Computer Science, Linnaeus University, Sweden; Department of Computer Science, University of York, UK",2015 IEEE/ACM 10th International Symposium on Software Engineering for Adaptive and Self-Managing Systems,"20 Aug 2015","2015","","","88","92","Research on adaptive and self-managing systems is hindered by a lack of prototypical applications that researchers could use to evaluate and compare new methods, techniques and tools. To address this limitation, we introduce a reference implementation of a Tele Assistance System (TAS) for research on self-adaptation in the domain of service-based systems. Our TAS exemplar of service-based systems comes with pre-defined scenarios for comparing the effectiveness of different self-adaptation solutions. Other researchers can easily exploit the underlying service platform, reusable components and development method we devised for TAS to speed up the engineering of additional research exemplars for service-based systems.","2157-2321","978-0-7695-5567-6","10.1109/SEAMS.2015.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7194661","self-adaptation;artifact;service-based system;tele assistance","Reliability;Adaptive systems;Quality of service;Software engineering;Probes;Measurement;Uncertainty","","78","","15","IEEE","20 Aug 2015","","","IEEE","IEEE Conferences"
"Research on Adaptive Evolution Architecture for Spacecraft Control System","R. Wang; Z. Chen; J. Du","Software Center, Beijing Institute of Control Engineering, Beijing, China; Chief Engineer’s Office, Beijing Institute of Control Engineering, Beijing, China; System Innovation Center, Beijing Institute of Control Engineering, Beijing, China","2023 Asia Conference on Advanced Robotics, Automation, and Control Engineering (ARACE)","9 Jan 2024","2023","","","128","133","With the continuous expansion of space missions and the growth on complexity of on-board software, improving the adaptive evolution ability of spacecraft control system becomes an important research issue. This paper focus on the adaptive evolution architecture of spacecraft software, which aims to solve the problems including software and hardware coupling, logic and information coupling, etc. And it introduces adaptive evolution layer to the architecture and enhances software flexibility through hierarchy and modularity. Besides, the dynamic parsing execution mechanism of evolution rule is proposed to provide the basic support for the dynamic adjustment through task scheduling, system parameters, and task logic. The architecture and mechanism have good application value for realizing adaptive evolution of spacecraft control system.","","979-8-3503-2836-3","10.1109/ARACE60380.2023.00027","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371624","spacecraft control system;self-adaptive;software architecture;system evolution","Space vehicles;Couplings;Adaptive systems;Software architecture;Space missions;Computer architecture;Dynamic scheduling","","","","17","IEEE","9 Jan 2024","","","IEEE","IEEE Conferences"
"Five Object-Oriented Design Principles to Improve the Quality of Self-Adaptivity Using MAPE Loops","C. Raibulet","DISCo, Dipartimento di Informatica, Università degli Studi di Milano-Bicocca, Milan, Italy",2016 IEEE 1st International Workshops on Foundations and Applications of Self* Systems (FAS*W),"19 Dec 2016","2016","","","96","97","Design principles define a set of guidelines for the development of software. Their objective is to provide mechanisms to design and implement good software and to avoid making inappropriate design decisions which may affect the quality of the software during its life cycle and which make software difficult to maintain and extend. The object-oriented design community uses several design principles, among which the most diffused ones are: single responsibility, open-closed, Liskov substitution, interface segregation, and dependency inversion. In this paper, it is investigated how these design principles may be interpreted and adopted for the development of self-adaptive software which exploit MAPE feedback control loops. Attention is focused on the quality improvement of self-adaptive systems through these design principles.","","978-1-5090-3651-6","10.1109/FAS-W.2016.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7789447","design principle;self-adaptivity;software quality","Software;Feedback control;Adaptive systems;Runtime;Monitoring;Computer architecture","","","","7","IEEE","19 Dec 2016","","","IEEE","IEEE Conferences"
"Engineering Trustworthy Self-Adaptive Software with Dynamic Assurance Cases","R. Calinescu; D. Weyns; S. Gerasimou; M. U. Iftikhar; I. Habli; T. Kelly","Department of Computer Science, University of York, York, United Kingdom; Department of Computer Science, Katholieke Universiteit Leuven, Leuven, Belgium; Department of Computer Science, University of York, York, United Kingdom; Department of Computer Science, Linnaeus University, Växjö, Sweden; Department of Computer Science, University of York, York, United Kingdom; Department of Computer Science, University of York, York, United Kingdom",IEEE Transactions on Software Engineering,"11 Nov 2018","2018","44","11","1039","1069","Building on concepts drawn from control theory, self-adaptive software handles environmental and internal uncertainties by dynamically adjusting its architecture and parameters in response to events such as workload changes and component failures. Self-adaptive software is increasingly expected to meet strict functional and non-functional requirements in applications from areas as diverse as manufacturing, healthcare and finance. To address this need, we introduce a methodology for the systematic ENgineering of TRUstworthy Self-adaptive sofTware (ENTRUST). ENTRUST uses a combination of (1) design-time and runtime modelling and verification, and (2) industry-adopted assurance processes to develop trustworthy self-adaptive software and assurance cases arguing the suitability of the software for its intended application. To evaluate the effectiveness of our methodology, we present a tool-supported instance of ENTRUST and its use to develop proof-of-concept self-adaptive software for embedded and service-based systems from the oceanic monitoring and e-finance domains, respectively. The experimental results show that ENTRUST can be used to engineer self-adaptive software systems in different application domains and to generate dynamic assurance cases for these systems.","1939-3520","","10.1109/TSE.2017.2738640","Defence Science and Technology Laboratory; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8008800","Self-adaptive software systems;software engineering methodology;assurance evidence;assurance cases","Software systems;Control systems;Runtime;Monitoring;Computer architecture;Adaptive systems","","141","","132","IEEE","11 Aug 2017","","","IEEE","IEEE Journals"
"A Machine Learning-Driven Approach for Proactive Decision Making in Adaptive Architectures","H. Muccini; K. Vaidhyanathan","University of L’ Aquila, L’ Aquila, Italy; Gran Sasso Science Institute, L’ Aquila, Italy",2019 IEEE International Conference on Software Architecture Companion (ICSA-C),"13 May 2019","2019","","","242","245","Self-adaptation is nowadays considered to be the best solution to dynamically reconfigure a system in the occurrence of deviations from the expected quality of service (QoS) parameters. However, data- and event-driven systems, such as IoT applications, impose new heterogeneity, interoperability, and distribution issues, that make uncertainty on the QoS stability even harder. Typical adaption techniques make use of reactive approaches, an after-the-fact adaptation that starts when the system deviates from the expected QoS parameters. What we envision is instead a proactive approach to anticipate the changes before the event of a QoS deviation. More specifically, we propose IoTArchML, a machine learning-driven approach for decision making in aiding proactive architectural adaptation of IoT system. The approach i) continuously monitors the QoS parameters; ii) predicts, based on historical data, possible deviations from the acceptable QoS parameters; iii) considers a list of possible alternative solutions to prevent the QoS deviation; iv) selects the optimal solution from the list; and v) checks whether the envisioned solution satisfies the overall system QoS requirements. We, therefore, move the focus from self-adaptive architectures to self-learning architectures, enabling the architectures to learn and improve over a period of time.","","978-1-7281-1876-5","10.1109/ICSA-C.2019.00050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8712155","Adaptive architectures;Machine learning;IoT architectures;Proactive decision making;Self-learnable","Quality of service;Machine learning;Adaptation models;Computer architecture;Internet of Things;Decision making;Software","","14","","26","IEEE","13 May 2019","","","IEEE","IEEE Conferences"
"Optimal Design of GNSS Satellite Link Emulator Architecture and Adaptive Channel Calibration Algorithm","L. Pengpeng; C. Lei; C. Huaming; L. Baiyu","College of Electronic Science, National University of Defense Technology, Changsha, China; College of Electronic Science, National University of Defense Technology, Changsha, China; College of Electronic Science, National University of Defense Technology, Changsha, China; College of Electronic Science, National University of Defense Technology, Changsha, China",2019 6th International Conference on Information Science and Control Engineering (ICISCE),"4 Jun 2020","2019","","","1090","1093","This paper improve GNSS satellite link emulator architecture. It through analysis the disadvantage of traditional satellite link emulator architecture, this paper presents an new architecture, improves the performance of satellite link emulator significantly. Relative to the traditional architecture, the new ideal innovation contains self-calibration for both analog local-oscillator(LO) frequency-drift and RF channel non-ideal characteristics . This article analyzed the traditional architecture would introduce errors into the amount of Doppler shift, targeted proposed a method to improve the design, that contains direct RF sampling and channel self-calibrating architecture . Based on the new system architecture, it proposes a adaptive channel self-calibration algorithm. Derived by the model, simulation and experimental, this paper verificates that, the new architecture and the adaptive channel self-calibration algorithm of satellite link emulator, solve the problems of the traditional architecture, while effectively enhance the adjustment accuracy for delay and frequency resolution of satellite link emulator.","","978-1-7281-5712-2","10.1109/ICISCE48695.2019.00220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9107801","satellite link emulator architecture;multi-tone excitation signal;adaptive channel self-calibration","Radio frequency;Global navigation satellite system;Technological innovation;Information science;Satellites;Accuracy;Systems architecture;Hardware;Delays;Phase locked loops","","","","8","IEEE","4 Jun 2020","","","IEEE","IEEE Conferences"
"Self-adaptive anonymous communication scheme under SDN architecture","Tingting Zeng; Meng Shen; Mingzhong Wang; Liehuang Zhu; Fan Li","Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology, P. R. China; Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, P. R. China; Faculty of Arts and Business, University of the Sunshine Coast, Queensland, Australia; Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology, P. R. China; Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology, P. R. China",2015 IEEE 34th International Performance Computing and Communications Conference (IPCCC),"18 Feb 2016","2015","","","1","8","Communication privacy and latency perceived by users have become great concerns for delay-sensitive Internet services. Existing anonymous communication systems either provide high anonymity at an expense of prolonged latency (e.g., mix-net), or offer better real-time performance by sacrificing the ability against traffic analysis attacks (e.g., Onion Routing). The emerging Software-Defined Networking (SDN) introduces additional challenges to communication anonymity, due to the existence of a centralized controller that has a global view of the entire network traffic. In this paper, we propose a new anonymous communication scheme for delay-sensitive services under SDN scenarios, which can simultaneously protect communication privacy and reduce the end-to-end latency. A self-adaptive method based on the mix-net framework is designed to dynamically modify the waiting threshold of mix nodes, which helps to reduce the communication latency. In order to preserve the degree of anonymity, the self-adaptive method is incorporated with a random walking strategy for packets forwarding. Both theoretical analysis and experimental results prove that our scheme provides a moderate degree of anonymity and effectively reduces the latency derived from mix-net by up to 50%.","2374-9628","978-1-4673-8590-9","10.1109/PCCC.2015.7410337","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7410337","Privacy Preservation;Self-Adaptive;Anonymous Communication;Software-Defined Networking (SDN)","Real-time systems;Relays;Entropy;Lead;Distance measurement;Annealing;Probabilistic logic","","3","","24","IEEE","18 Feb 2016","","","IEEE","IEEE Conferences"
"Dynamic Architectures Leveraging AI Agents and Human-in-the-Loop for Data Center Management","V. D. Sera; S. Kalra","Department of Computer Science and Engineering, Indian Institute of Technology, IIT Jodhpur, Jodhpur, India; Department of Computer Science and Engineering, Indian Institute of Technology, IIT Jodhpur, Jodhpur, India",2025 IEEE 22nd International Conference on Software Architecture Companion (ICSA-C),"30 May 2025","2025","","","324","333","To address the growing data needs, data centers are being established in new and unexplored terrains. This necessitates the development of robust data center management platforms capable of self-management. To make these systems adaptable to new uncertainties, especially in space, underwater, and remote data centers aimed at long-running or mission-critical operations, the architectures of these robust data center management platforms need to be accurately modeled to be dynamic and evolve during execution. We argue that, in addition to making systems self-managing and autonomous, there is a need for a human-centric adaptive architecture in the data center management domain. This involves incorporating human-in-the-loop mechanisms to oversee the system's self-adaptation and control anomalies and other drifting pointers that could affect the system's quality attributes. This paper also introduces AI Agents in the self-managing system, which can further enhance autonomous management flexibility by enabling dynamic system architecture changes through these agentic “digital workers.“ We propose a dynamic architecture framework combining AI Agents and Human-in-the-Loop for continuously improving data center management. The architecture expands the MAPE-K loop by introducing human-in-the-loop at the Plan phase and AI Agents at the Execute phase to enhance the dynamic architecture setup for autonomous self-managing data centers. This paper details the foundational AI Agents that need to be set at the Execute phase and provides a use case simulation evaluating one of the AI Agents from the proposed architecture. We also define the quality requirements, which may change at runtime in such dynamic architectures, and outline the scope of future work in this domain.","2768-4288","979-8-3315-3336-6","10.1109/ICSA-C65153.2025.00053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014915","Adaptive Architecture;Self-adaptation;Self-Managing Systems;Dynamic software architecture;Human-in-the-Loop;AI Agents;MAPE-K Loop;Data Center Management","Data centers;Runtime;Adaptive systems;Uncertainty;Autonomous systems;Software architecture;Computer architecture;Human in the loop;Artificial intelligence;Dynamical systems","","","","52","IEEE","30 May 2025","","","IEEE","IEEE Conferences"
"Energy Efficiency Through Architectural Tactics for Self-Adaptive Cloud Systems","H. Medeiros","SAMOVAR, Télécom SudParis, Institut Polytechnique de Paris, Palaiseau, France",2025 IEEE/ACM 47th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),"13 Jun 2025","2025","","","193","195","[CONTEXT] Cloud computing provides many benefits, such as virtualization, high availability, low cost of maintenance, and elasticity. These characteristics provide a flexible resource management, transparent to users, giving the illusion of access to almost unlimited resources. [PROBLEM] The increase of the energy consumption of cloud environments turns light over the amount of hardware resources provisioned in virtual machines. Self-adaptive systems are designed as a way to avoid and correct, under certain constraints, the degradation of quality of service (QoS) of software during its execution, which may be due to changes in environmental conditions. Self-adaptation brings elasticity to cloud-based applications by providing various configurations, thus avoiding the degradation of their QoS. Recent works in the literature on self-adaptive cloud systems (SACS) mainly focus on the analysis of the CPU usage and resource allocation for running cloud applications, neglecting the analysis of their impact on energy consumption. [OBJECTIVE] This PhD proposes to investigate how to integrate energy efficiency and energy awareness, as QoS criteria, in a selfadaptive architecture for cloud applications. [METHODOLOGY] It implies to study what are the necessary elements of a self-adaptive architecture of cloud applications at design-time, and how these elements should be exploited at run-time to ensure energy efficiency without impacting the performance of cloud applications.","2574-1934","979-8-3315-3683-1","10.1109/ICSE-Companion66252.2025.00058","French National Research Agency(grant numbers:ANR-23-PECL-0003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11024421","energy efficiency;energy awareness;cloud computing;microservice;self-adaptive systems;cloud application","Degradation;Cloud computing;Quality of service;Computer architecture;Elasticity;Energy efficiency;Virtual machines;Software;Resource management;Software engineering","","","","24","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Leveraging Self-Adaptive Systems and Generative AI for Personalizing Educational Serious Games: Architecture and Future Challenges","A. Bucchiarone; F. Bonetti; E. Yigitbas","SWEN, Università degli Studi dell'Aquila, L'Aquila, Italy; Fondazione Bruno Kessler, Trento, Italy; Paderborn University, Paderborn, Germany",2025 IEEE/ACM 20th Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"13 Jun 2025","2025","","","103","110","The integration of self-adaptive systems (SAS) with Generative Artificial Intelligence (GAI) opens new possibilities to improve serious games (SG) by enabling dynamic adjustments in gameplay, customized content, and personalized learning experiences. This vision paper explores the potential of combining GAI with the MAPE-K framework to enable the generation and adaptation of real-time content in SGs. We propose a framework that addresses key challenges, including generalizing to different SGs, validating AI-generated content in real time, and tailoring content to individual players, while discussing future challenges such as managing conflicting goals, handling uncertainty, and defining robust evaluation metrics. Practical examples and an adaptable system architecture illustrate the framework envisioned. Finally, we discuss the challenges of evaluating SAS in this domain and outline future research directions.","2157-2321","979-8-3315-0181-5","10.1109/SEAMS66627.2025.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025885","Self-Adaptive Systems;Generative AI;Serious Games;Research Roadmap","Measurement;Uncertainty;Generative AI;Systems architecture;Learning (artificial intelligence);Computer architecture;Real-time systems;Serious games;Synthetic aperture sonar;Software engineering","","","","50","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Predict the Future: Preventing unanticipated changes is the ultimate challenge for self-adaptive systems","G. Engels","Dept. of Computer Science, Paderborn University, Paderborn, Germany",2021 International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"29 Jun 2021","2021","","","260","261","Systems interact with their environment. This might lead to unanticipated events as system models usually cover only to a certain extent the dependencies of a system with the environment. We argue that many of these unanticipated events might become predictable in case we handle current and in particular past behavior of the environment by digital twins. We propose to refine the traditional MAPE-K architecture towards a MAPE-Twin architecture. Thus, the traditional knowledge component becomes an analyzable repository of behavior which allows to predict potential events in the future and to deal with them in a predefined way. Thus, the ultimate challenge for self-adaptive systems are not unanticipated changes, but the prediction of future behavior of a system and its environment.","2157-2321","978-1-6654-0289-7","10.1109/SEAMS51251.2021.00045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462004","digital twin;predictive analytics;MAPE-K;MAPE-Twin;unanticipated change","Adaptive systems;Digital twin;Computer architecture;Software engineering","","2","","7","IEEE","29 Jun 2021","","","IEEE","IEEE Conferences"
"Towards a framework for testing and simulating self adaptive systems","Y. Abuseta; K. Swesi","Computer Science Department, Faculty of Science Al-Jabal Al-Gharbi University, Zintan, Libya; Computer Science Department, Faculty of Science Al-Jabal Al-Gharbi University, Zintan, Libya",2015 6th IEEE International Conference on Software Engineering and Service Science (ICSESS),"30 Nov 2015","2015","","","70","76","Self adaptive systems have been suggested as a promising solution for managing the complex and uncertain nature of today's software intensive systems. Yet, their design is still not conducted in a systematic manner. In particular, there is little work on the issue of developing a framework that accommodates the necessary reusable process elements and system components that augment the system under development with the self adaptation capabilities and enable the system developer to simulate and test these capabilities prior to deployment. In this paper, we attempted to address this issue and propose a testing framework for self adaptive systems. Only the high level requirements and a conceptual architecture of the framework are presented here. The self adaptive capability is designed around the feedback control loop proposed by IBM blueprint.","2327-0594","978-1-4799-8353-7","10.1109/ICSESS.2015.7339008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7339008","self adaptive;framework;design patterns","Monitoring;Adaptive systems;Temperature sensors;Unified modeling language;Feedback control;Software systems","","2","","20","IEEE","30 Nov 2015","","","IEEE","IEEE Conferences"
"Self-Adaptive Robust Motion Planning for High DoF Robot Manipulator using Deep MPC","Y. Zhang; K. Mo; F. Shen; X. Xu; X. Zhang; J. Yu; C. Yu","University of Pittsburgh, PA, USA; University of Illinois Urbana-Champaign, IL, USA; San Jose State University at San Jose, CA, USA; Snap Inc. at Seattle, WA, USA; George Washington University, DC, USA; Warner Bro. Discovery at Culver City, CA, USA; Northeastern University at Boston, MA, USA","2024 3rd International Conference on Robotics, Artificial Intelligence and Intelligent Control (RAIIC)","17 Sep 2024","2024","","","139","143","In contemporary control theory, self-adaptive methodologies are highly esteemed for their inherent flexibility and robustness in managing modeling uncertainties. Particularly, robust adaptive control stands out owing to its potent capability of leveraging robust optimization algorithms to approximate cost functions and relax the stringent constraints often associated with conventional self-adaptive control paradigms. Deep learning methods, characterized by their extensive layered architecture, offer significantly enhanced approximation prowess. Notwithstanding, the implementation of deep learning is replete with challenges, particularly the phenomena of vanishing and exploding gradients encountered during the training process. This paper introduces a self-adaptive control scheme integrating a deep MPC, governed by an innovative weight update law designed to mitigate the vanishing and exploding gradient predicament by employing the gradient sign exclusively. The proffered controller is a self-adaptive dynamic inversion mechanism, integrating an augmented state observer within an auxiliary estimation circuit to enhance the training phase. This approach enables the deep MPC to learn the entire plant model in real-time and the efficacy of the controller is demonstrated through simulations involving a high-DoF robot manipulator, wherein the controller adeptly learns the nonlinear plant dynamics expeditiously and exhibits commendable performance in the motion planning task.","","979-8-3503-5262-7","10.1109/RAIIC61787.2024.10671222","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10671222","MPC;robust control;self-adaptive control;robotics motion planning","Training;Deep learning;Uncertainty;Dynamics;Estimation;Robustness;Planning","","7","","35","IEEE","17 Sep 2024","","","IEEE","IEEE Conferences"
