"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Hybrid Evolutionary Algorithm Based on Dominated Clustering for Constrained Bi-Objective Optimization Problems","L. Fan; Y. Liang; X. Liu; X. Gu","Institute of Software Engineering, Xi'an, China; Institute of Software Engineering, Xi'an, China; Institute of Software Engineering, Xi'an, China; School of Software Xidian University, Xi'an, China",2016 12th International Conference on Computational Intelligence and Security (CIS),"19 Jan 2017","2016","","","543","546","Constrained optimization problems are with great difficulties to be solved for the complex influences of their constraints. However, many crossover operators in the constrained evolutionary algorithms have a disadvantage on bias search of the boundary. A novel uniform design based crossover operator coupled with a new space searching strategy aiming to overcome this disadvantage are proposed in this paper. Based on this, a hybrid evolutionary algorithm with domination clustering is constructed to solve constrained multiobjective optimization problems. Experiments on 13 benchmarks are made, and the results are conpared with existing algorithms to demonstrate the effectiveness and positiveness of the proposed algorithm.","","978-1-5090-4840-3","10.1109/CIS.2016.0132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7820523","hybrid evolutionary algorithm;dominated clustering;constrained multiobjective optimization;hybrid crossover","Evolutionary computation;Clustering algorithms;Optimized production technology;Benchmark testing;Clustering methods;Sociology","","1","","17","IEEE","19 Jan 2017","","","IEEE","IEEE Conferences"
"IEEE Approved Draft Standard for System, Software and Hardware Verification and Validation","",,"IEEE P1012/D17, August 2015","3 Sep 2015","2015","","","1","262","Verification and validation (V&V) processes are used to determine whether the development products of a given activity conform to the requirements of that activity and whether the product satisfies its intended use and user needs. V&V life cycle process requirements are specified for different integrity levels. The scope of V&V processes encompasses systems, software, and hardware, and it includes their interfaces. This standard applies to systems, software, and hardware being developed, maintained, or reused (legacy, commercial off-the-shelf [COTS], non-developmental items). The term software also includes firmware and microcode, and each of the terms system, software, and hardware includes documentation. V&V processes include the analysis, evaluation, review, inspection, assessment, and testing of products.","","978-0-7381-9934-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7240184","acceptance testing;architecture evaluation;component testing;concept documentation evaluation;criticality;criticality analysis;design evaluation;disposal plan evaluation;environmental verification and validation (V&V) factors;hardware life cycle;hardware V&V;hardware verification and validation;hazard analysis;IEEE 1012;implementation evaluation;independent verification and validation (IV&V);integration testing;integrity level;interface analysis;IV&V;minimum V&V tasks;nth of a kind;objective evidence;operating procedure evaluation;qualification testing;quality assurance;regression analysis;regression testing;requirements allocation analysis;requirements evaluation;reuse software;risk analysis;security analysis;software life cycle;software quality assurance (SQA);software V&V;software verification and validation;source code documentation evaluation;source code evaluation;SQA;stakeholder needs and requirements evaluation;system element interaction analysis;system life cycle;system maintenance strategy assessment;system of interest;system requirements evaluation;system V&V;system verification and validation;testing;traceability analysis;V&V;V&V measures;validation;verification","IEEE Standards;Software;Hardware;Patents;Testing;Licenses","","","","","","3 Sep 2015","","","IEEE","IEEE Standards"
"A Machine Learning Enhanced Evolutionary Algorithm for Antenna Design","K. Fu; K. W. Leung","Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong SAR, China; Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong SAR, China",2023 IEEE Conference on Antenna Measurements and Applications (CAMA),"19 Dec 2023","2023","","","50","53","Antenna optimization based on traditional algorithms is always computationally expensive, because it is inevitable to conduct many full-wave simulations during the iterative process. Machine learning (ML) can reduce the computation budget during the optimization, but it requires a large dataset for training. This paper proposes a novel algorithm that combines ML with evolutionary algorithm to achieve efficient antenna synthesis. A synthesis experiment on a wide-band dielectric resonator antenna is conducted, and results show that the proposed algorithm can greatly improve the optimization efficiency compared with traditional optimization methods. The proposed algorithm can also be applied to other types of antenna synthesis problems. This work demonstrates the potential of the ML-enhanced evolutionary algorithm for efficient antenna designs and optimizations.","2643-6795","979-8-3503-2304-7","10.1109/CAMA57522.2023.10352720","City University of Hong Kong; Innovation Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10352720","Antenna optimization;dielectric resonator antennas;radial basis function network;particle swarm optimization;surrogate assisted evolutionary algorithm","Antenna measurements;Training;Machine learning algorithms;Radial basis function networks;Evolutionary computation;Machine learning;Dielectric resonator antennas","","1","","11","IEEE","19 Dec 2023","","","IEEE","IEEE Conferences"
"ISO/IEC/IEEE Approved Draft International Standard - Systems and Software Engineering -- Developing Information for Users in an Agile Environment","",,"ISO/IEC/IEEE P26515 FDIS, May 2018","25 Oct 2018","2018","","","1","33","","","978-1-5044-5266-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8509665","","IEEE Standards;Software engineering;Systems engineering and theory","","","","","","25 Oct 2018","","","IEEE","IEEE Standards"
"A Structured Approach to Accessibility in Software Development Lifecycle","M. H. Saju; S. Alwidian; P. Mazumder; A. Azim","Faculty of Engineering and Applied Science, Ontario Tech University, Oshawa, Canada; Faculty of Engineering and Applied Science, Ontario Tech University, Oshawa, Canada; Faculty of Engineering and Applied Science, Ontario Tech University, Oshawa, Canada; Faculty of Engineering and Applied Science, Ontario Tech University, Oshawa, Canada",2025 IEEE/ACM International Workshop on Designing Software (Designing),"16 Jun 2025","2025","","","39","46","Accessibility is a fundamental aspect of designing and developing systems that are inclusive and usable by individuals of all abilities. Despite its importance, accessibility often receives insufficient attention during the development process, primarily due to the pressures of tight deadlines and early-stage design constraints. While existing literature largely focuses on the technical implementation of accessibility features, there is limited emphasis on enforcing accessibility as a core principle from the outset. Additionally, misconceptions persist about potential trade-offs in user experience when designing inclusive systems from the beginning. This research explores the premise that inclusive design does not compromise user experience when integrated from the initial stages of development. Through hypothesis testing, we demonstrate that systems designed with accessibility in mind deliver comparable user experiences to those developed without such considerations. We incorporated a color-blind friendly theme as an accessibility feature for the experiment. Furthermore, by surveying software engineers and analyzing their feedback, we identify practical strategies for embedding accessibility into the software development lifecycle. These include introducing fixed story points on accessibility features(color-blind friendly theme for our experiment) during the requirements phase, integrating personas of disabled people into the design and specification processes, and maintaining dedicated repositories for reusable back-end and front-end components. Our findings establish a clear framework for systematically ensuring accessibility, thereby fostering the creation of inclusive systems without adding unnecessary complexity or compromising quality.","","979-8-3315-1491-4","10.1109/Designing66910.2025.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029528","accessibility;persona;hypothesis testing;sprint point;reusability","Surveys;Systematics;User experience;Software;Interviews;Usability;Vision defects;System analysis and design;Software development management;Testing","","","","22","IEEE","16 Jun 2025","","","IEEE","IEEE Conferences"
"Using Evolutionary Diversity to Identify Problematic Software Parameters","E. W. Fulp; H. D. Gage; M. R. McNiece","Department of Computer Science, Wake Forest University, Winston-Salem, NC, USA; Department of Computer Science, Wake Forest University, Winston-Salem, NC, USA; Department of Computer Science, Wake Forest University, Winston-Salem, NC, USA",2017 IEEE Security and Privacy Workshops (SPW),"21 Dec 2017","2017","","","35","40","Many computer performance and security issues can be attributed to poor software configuration settings (misconfigurations). However, finding and resolving errors is complicated by the number of parameters to set and the complexity (unsuspected interdependencies) of these configurations. This problem only becomes more difficult as software systems become more integrated and complex. This paper introduces an evolutionary technique to identify and resolve parameter errors found in software configurations. The approach discovers characteristics of correct and incorrect parameter settings by comparing and contrasting a set of configurations. The composition of the configuration set is important and must contain sufficient information to identify and resolve the errors. Given the difficulty of forming this set, an evolutionary algorithm is used to discover configurations that have these characteristics. The effectiveness of this approach is analyzed experimentally through a study of various configurations with various security issues. Experimental results indicate the approach is able to identify and determine secure parameter settings when confronted with a variety of simulated attacks.","","978-1-5386-1968-1","10.1109/SPW.2017.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8227288","software configuration;misconfiguration;computer security;automated management;genetic algorithm","Security;Biological cells;Evolutionary computation;Guidelines;Complexity theory;Operating systems","","1","","13","IEEE","21 Dec 2017","","","IEEE","IEEE Conferences"
"Effort estimation models using evolutionary learning algorithms for software development","G. Gabrani; N. Saini","Department of Computer Engineering, BML Munjal University, Gurgaon, India; Department of Computer Engineering, BML Munjal University, Gurgaon, India",2016 Symposium on Colossal Data Analysis and Networking (CDAN),"19 Sep 2016","2016","","","1","6","Software effort estimation is a complicated task being carried out by software developers as very little information is available to them in the early phases of software development. The information collected about various attributes of software needs to be subjective, which otherwise can lead to uncertainty. Inaccurate software effort estimation can be disastrous as both underestimation and overestimation may result in schedule overruns and incorrect estimation of budget. This paper focuses on the comparative study of various non-algorithmic techniques used for estimating the software effort by empirical evaluation of five different evolutionary learning algorithms. The accuracy of these algorithms is found out and the behavior of these algorithms is analyzed with respect to the size and the type of data. All the five techniques are applied on three different datasets and various paramenters such as MMRE, PRED(25), PRED(50), PRED(75) are calculated. The proposed results are compared to other machine learning methods like SVR, ANFIS etc. The results show that evolutionary learning algorithms give more accurate results than machine learning algorithms.","","978-1-5090-0669-4","10.1109/CDAN.2016.7570916","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7570916","Software Effort Estimation;Evolutionary Learning Algorithms;Machine Learning Algorithms;Mean Magnitude of the Relative Error MMRE;Percentage of Predictions(x) PRED(x)","Software;Estimation;Software algorithms;Prediction algorithms;Data models;Algorithm design and analysis;Machine learning algorithms","","8","","13","IEEE","19 Sep 2016","","","IEEE","IEEE Conferences"
"Towards Integrated Framework for Efficient Educational Software Development","A. K. Mbiada; B. Isong; F. Lugayizi; A. Abu-Mahfouz","Computer Science Dept, North-West University, Mafikeng, South Africa; Computer Science Dept, North-West University, Mafikeng, South Africa; Computer Science Dept, North-West University, Mafikeng, South Africa; Council for Scientific and Industrial Research (CSIR), Pretoria, South Africa","2023 IEEE/ACIS 21st International Conference on Software Engineering Research, Management and Applications (SERA)","3 Aug 2023","2023","","","53","60","This paper proposes a framework for creating educational software systems that effectively meet student engagement and pedagogical goals. While different design methodologies have been used in developing educational software, most fail to satisfy the demands of users, stakeholders, and students, making it difficult to incorporate them into daily activities and support optimal learning outcomes. The proposed framework combines important techniques in Scrum, dynamic system development methods, and instructional design models. It comprises seven key phases: initial, instructional orientation, analysis, design, production, integration and implementation, and evaluation. The framework aims to guide the creation of educational software that successfully satisfies teachers' and students' demands and can be easily incorporated into teaching and learning procedures. We present the proposed framework components and compare them with other existing related models. Implementing the framework is expected to improve teaching/ learning, reduce development costs and time.","2770-8209","979-8-3503-4588-9","10.1109/SERA57763.2023.10197734","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10197734","educational software design;agile methods;instructional design;teaching and learning","Design methodology;Education;Project management;Production;Software systems;Software;Teamwork","","2","","42","IEEE","3 Aug 2023","","","IEEE","IEEE Conferences"
"Optimal Linear Crossover for Mitigating Negative Transfer in Evolutionary Multitasking","Z. Liu; J. Yuan; H. Zhang; T. Zeng; Z. Zhu","Institute for Advanced Study, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; School of Undergraduate Education, Shenzhen Polytechnic University, Shenzhen, China; National Engineering Laboratory for Big Data System Computing Technology, Shenzhen University, Shenzhen; National Engineering Laboratory for Big Data System Computing Technology, Shenzhen University, Shenzhen, China",IEEE Transactions on Evolutionary Computation,"","2024","PP","99","1","1","Evolutionary multitasking algorithms use information exchange among individuals in a population to solve multiple optimization problems simultaneously. Negative transfer is a critical factor that affects the performance of evolutionary multitasking algorithms. In this study, we propose an innovative approach to mitigate negative transfer in evolutionary multitasking algorithms. The proposed approach is grounded in rigorous theoretical analysis, which provides valuable theoretical insights into the design of an optimal linear crossover operator for mitigating negative transfer. By identifying interpretable conditions, we establish a solid theoretical foundation to prevent negative transfer in diverse scenarios. Building upon these findings, we theoretically derive a closed-form expression for the optimal crossover operator and propose practical design methods based on approximations. Furthermore, we integrate the proposed optimal crossover operator into a fundamental evolutionary multitasking algorithm framework. The resultant algorithm is comparable or superior to other state-of-the-art methods. Empirical validation through comprehensive experiments confirms the effectiveness of our theoretical findings.","1941-0026","","10.1109/TEVC.2024.3490174","National Key Research and Development Program of China(grant numbers:2022YFF1202104); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2024A1515011542); Guangdong Provincial Ordinary Universities Youth Innovative Talent Project (Natural Science)(grant numbers:2023KQNCX064); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10742196","Evolutionary algorithms;multitask optimization;optimal crossover","Knowledge transfer;Optimization;Evolutionary computation;Multitasking;Machine learning algorithms;Costs;Approximation algorithms;Vectors;Service computing;Postal services","","","","","IEEE","4 Nov 2024","","","IEEE","IEEE Early Access Articles"
"ELFIEP: Evolutionary Lifecycle Framework for Industrial Engineering Practice : A Ten Year Journey of Requirements Inspection Systems Design Methodology (RISDM)","S. Saito; M. Aoyama","NTT Corporation, NTT Computer & Data Science Laboratories, Tokyo, Japan; Department of Software Engineering, Nanzan University, Nagoya, Japan",2021 IEEE 29th International Requirements Engineering Conference (RE),"18 Nov 2021","2021","","","356","366","This paper reflects on a decade-long journey into the industrial practices developed for requirements inspection in the Japanese software industry; it proposes an ELFIEP (Evolutionary Lifecycle Framework for Industrial Engineering Practice). We published two papers in RE’13 and RE’14. The first paper introduced the industrial practice of SRS (Software Requirements Specifications) inspection system of a software company. The system is a set of inspection items: inspection processes, techniques, and supporting tools. In the second paper, to encourage wider industrial adoption of requirements inspection systems, we proposed a methodology for designing requirements inspection systems. Called RISDM (Requirements Inspection System Design Methodology), it has been recognized by professional communities in Japan. A number of software companies have adopted the methodology, and are now operating their individual inspection systems. This paper provides a retrospect of the journey to RISDM. Learning from the journey, we propose ELFIEP as a generic framework for the evolution of engineering practice, and discuss insights gained from the journey and the framework.","2332-6441","978-1-6654-2856-9","10.1109/RE51729.2021.00039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9604657","Design Methodology;Professional Community;Evolutionary Lifecycle;Framework","Industries;Design methodology;Conferences;Companies;Inspection;Industrial engineering;Tools","","","","25","IEEE","18 Nov 2021","","","IEEE","IEEE Conferences"
"Design of Antenna Rapid Optimization Platform Based on Intelligent Algorithms and Surrogate Models","F. Jin; J. Dong; M. Wang; S. Wang","School of Software Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China","2018 12th International Symposium on Antennas, Propagation and EM Theory (ISAPE)","7 Feb 2019","2018","","","1","4","Optimizers in electromagnetic (EM) simulation software are facing challenges in optimization efficiency, supported optimization types and optimization results usability. Aiming to fill these gaps, a new antenna design exploration scheme is proposed, called Antenna Rapid Optimization Platform (AROP). The scheme adopts ANSOFT HFSS and MATLAB co-simulation method and provides a friendly graphical interface based on the antenna optimization process. State-of-the-art intelligent optimization algorithms and surrogate model methods are embedded, addressing efficient multi-objective antenna optimization problems and generating Pareto optimal solution sets. Design results show that the surrogate models assisted by evolutionary algorithms built into AROP can largely improve optimization capacity for high-performance antenna synthesis and deal with complex antenna designs with high-dimensional parameter space.","","978-1-5386-7302-7","10.1109/ISAPE.2018.8634299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8634299","antenna design;intelligent optimization algorithms;surrogate models;optimization simulation platform","Antennas;Optimization;Software algorithms;Software;Computational modeling;Matlab;Design methodology","","4","","15","IEEE","7 Feb 2019","","","IEEE","IEEE Conferences"
"Using Simulation and the NSGA-II Evolutionary Multi-Objective Algorithm in the Design of a Compact Dual-Band Equatorial Helix Antenna","J. Moreno; I. Gonzalez; D. Rodriguez","Dept of Computer Science, University of Alcala, Alcala de Henares, Madrid, Spain; Dept of Computer Science, University of Alcala, Alcala de Henares, Madrid, Spain; Dept of Computer Science, University of Alcala, Alcala de Henares, Madrid, Spain",2017 6th International Conference on Space Mission Challenges for Information Technology (SMC-IT),"21 Dec 2017","2017","","","56","60","The design of a Compact Dual-band Equatorial helix antenna is presented. These antennas are used for Telemetry, Tracking, and Control (TTC) of satellites from the terrain base station. A simulation-optimization process is presented, a simulation tool named MONURBS is linked with a well-known multi-objective algorithm (NSGA-II) in order to design and optimize the parameters of the antenna. The size of the antenna that fulfills radiation patterns needed for the communication are obtained using simulation together with a multi-objective algorithm. In this work, a comparison with previous designs and the antenna prototype are be presented showing that this approach can achive solutions expediting the process.","","978-1-5386-3462-2","10.1109/SMC-IT.2017.17","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8227540","Simulation optimisation;NSGA-II;Antenna Design","Antenna radiation patterns;Optimization;Computational modeling;Algorithm design and analysis;Helical antennas;Sociology","","4","","9","IEEE","21 Dec 2017","","","IEEE","IEEE Conferences"
"Interactive Genetic Algorithms in Intelligent Art and Graphic Design System","Q. Zhao","Department of Art Education, Jinan Early Childhood Normal College, Jinan, China","2024 3rd International Conference on Data Analytics, Computing and Artificial Intelligence (ICDACAI)","16 Jan 2025","2024","","","237","241","Computer art design is a new way of artistic creation that relies on computer science and technology and closely combines computers with art graphic design. On this basis, this article utilizes a new intelligent art graphic design system with high design efficiency. The system management function module in the intelligent art graphic design system includes creating new design works and managing system configurations. The size and materials of the work in the modeling function module can also be adjusted appropriately according to specific environments. By comparing interactive genetic algorithms (GA) with traditional GA, the advantages of interactive GA in improving design efficiency were studied. In the comparison of completion time between interactive GA and traditional method design, the first image has a completion time of 3.1 hours for interactive GA design and 4.9 hours for traditional method design. The interactive GA in this article can effectively improve the efficiency of art graphic design in intelligent art graphic design systems.","","979-8-3315-1903-2","10.1109/ICDACAI65086.2024.00050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10835635","intelligent art graphic design system;interactive genetic algorithm;artwork modeling;design completion time;design efficiency","Graphics;Computer science;Art;Data analysis;Costs;Psychology;Fatigue;Data models;Genetic algorithms;Convergence","","","","14","IEEE","16 Jan 2025","","","IEEE","IEEE Conferences"
"Switch Analysis for Running Time Analysis of Evolutionary Algorithms","Y. Yu; C. Qian; Z. -H. Zhou","National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",IEEE Transactions on Evolutionary Computation,"25 Nov 2015","2015","19","6","777","792","Evolutionary algorithms (EAs) are a large family of heuristic optimization algorithms. They are problem independent and have been applied in various optimization problems. Thus, general analysis tools are especially appealing for guiding the analysis of EAs in various situations. This paper develops the switch analysis approach for running time analysis of EAs, revealing their average computational complexity. Unlike previous analysis approaches that analyze an algorithm from scratch, the switch analysis makes use of another well-analyzed algorithm and, by contrasting them, can lead to better results. We investigate the power of switch analysis by comparing it with two commonly used analysis approaches, the fitness level method and the drift analysis. We define the reducibility between two analysis approaches for comparing their power. By the reducibility relationship, it is revealed that both the fitness level method and the drift analysis are reducible to the switch analysis, as they are equivalent to specific configurations of the switch analysis. We further show that the switch analysis is not reducible to the fitness level method, and compare it with the drift analysis on a concrete analysis case (the discrete linear problem). The reducibility study might shed some light on the unified view of different running time analysis approaches.","1941-0026","","10.1109/TEVC.2014.2378891","National Natural Science Foundation of China(grant numbers:61375061,61333014); Jiangsu Science Foundation(grant numbers:BK2012303); Collaborative Innovation Center of Novel Software Technology and Industrialization; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6980091","Evolutionary algorithms;running time complexity;analysis approaches;switch analysis;Analysis approaches;evolutionary algorithms (EAs);running time complexity;switch analysis","Markov processes;Switches;Sociology;Statistics;Algorithm design and analysis;Evolutionary computation;Heuristic algorithms","","35","","34","IEEE","9 Dec 2014","","","IEEE","IEEE Journals"
"Design guidelines for SaaS development process","S. Aleem; R. Batool; F. Ahmed; A. M. Khattak","College of Technological Innovation, Zayed University, Abu Dhabi, UAE; Department of Computing Sciences, Thompson Rivers University, Kamloops, BC, Canada; College of Technological Innovation, Zayed University, Abu Dhabi, UAE; College of Technological Innovation, Zayed University, Abu Dhabi, UAE","2018 IEEE 9th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON)","17 Jan 2019","2018","","","825","831","A novel and widespread business model in cloud computing is to provide on-demand software as a service (SaaS) over the Internet. The software runs on a server and the user access it through an Internet connection. A single application instance can be shared by multiple users which provide a cost-effective solution to SaaS providers. Varying requirements from multiple users increase complexity in SaaS application design. The success of SaaS depends on its design. SaaS is different than traditional web-based application, so traditional application design model cannot full fill many SaaS specific design requirements. This paper provides a better understanding of key design factors in SaaS development process which results in a successful SaaS product following an improved design process. This study identifies key design factors through literature review and provides guidelines for key design factors on the SaaS application development. Ultimately, it will be beneficial for SaaS developers to improve the SaaS application development process and have a positive impact on the final product.","","978-1-5386-7266-2","10.1109/IEMCON.2018.8614745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8614745","SaaS Design guidelines;Domain Analysis Design patterns;Design for Parallelism;Design for Failure;QoS","Software as a service;Cloud computing;Parallel processing;Quality of service;Computer architecture;Guidelines","","1","","61","IEEE","17 Jan 2019","","","IEEE","IEEE Conferences"
"AppDOSI: An Application for Analyzing and Monitoring the Personal Software Process","N. Denwattana; A. Saengsai; E. Charoenchaimonkon","Software engineering program, Burapha University, Chonburi, Thailand; Information System Engineering, Research Laboratory, Burapha University, Chonburi, Thailand; Centre for Educational Technology, Ministry of Education, Bangkok, Thailand",2019 4th International Conference on Information Technology (InCIT),"28 Nov 2019","2019","","","280","283","The software quality can be achieved by the process improvement; software engineers aim to analyze and monitor the whole process of the development. This paper presents `AppDOSI', a web application that allows software engineers to manage and keep track of their work performance. The design of the application was in line with the principle of the Personal Software Process (PSP). The application has been used extensively in the Software Developing Camp and gained a positive feedback from software engineering undergraduates as well as their course instructors.","","978-1-7281-1019-6","10.1109/INCIT.2019.8911993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8911993","personal software process;PROxy-Based estimating;tracking individual performance;software architectural design;PSP","Software;Tools;Monitoring;Software engineering;Probes;Software measurement;Information technology","","","","9","IEEE","28 Nov 2019","","","IEEE","IEEE Conferences"
"Toward Evolutionary Multitask Convolutional Neural Architecture Search","X. Zhou; Z. Wang; L. Feng; S. Liu; K. -C. Wong; K. C. Tan","Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR, China; School of System Design and Intelligent Manufacturing and the Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China; College of Computer Science, Chongqing University, Chongqing, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Department of Computer Science, City University of Hong Kong, Hong Kong, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR, China",IEEE Transactions on Evolutionary Computation,"30 May 2024","2024","28","3","682","695","Evolutionary neural architecture search (ENAS) methods have been successfully used to design convolutional neural network (CNN) architectures automatically. These methods have achieved excellent performance in creating a specific neural architecture for a single task but are less efficient for multiple tasks. Existing ENAS frameworks always repeatedly perform the search from scratch for each task, even though these tasks may be solved by similar CNN architectures. This work presents an evolutionary multitask convolutional neural architecture search (MTNAS) framework to enable efficient architecture searches in multitask scenarios by incorporating architectural similarities. The proposed MTNAS constructs architectures for different tasks simultaneously by implementing a knowledgesharing mechanism among multiple search processes. Specifically, promising architectures found in one search process can be transferred and reused to generate high-quality architectures for others. Furthermore, we devise an adaptive strategy to dynamically adjust the frequency of knowledge transfer, aiming to alleviate the potential effect of negative transfer. Extensive experiments demonstrate that MTNAS can outperform stateof- the-art neural architecture search (NAS) methods or achieve comparable performance in different tasks but with  $2\times $  less search cost.","1941-0026","","10.1109/TEVC.2023.3348475","National Key Research and Development Program of China(grant numbers:2022YFC3801700); National Natural Science Foundation of China (NSFC)(grant numbers:U21A20512,62106096,62306180); Research Grants Council of the Hong Kong SAR(grant numbers:PolyU11211521,PolyU15218622,PolyU15215623); Hong Kong Polytechnic University(grant numbers:P0039734,P0035379); Shenzhen Technology Plan(grant numbers:JCYJ20220530113013031); Characteristic Innovation Project of Colleges and Universities in Guangdong Province(grant numbers:2022KTSCX110); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376463","Convolutional neural network (CNN);evolutionary multitask optimization (EMTO);evolutionary neural architecture search (ENAS);knowledge transfer","Multitasking;Knowledge transfer;Convolutional neural networks;Neural architecture search;Evolutionary computation;Computer vision","","15","","76","IEEE","29 Dec 2023","","","IEEE","IEEE Journals"
"Architectural Refactoring for Functional Properties in Evolutionary Architecture","N. Chondamrongkul; J. Sun","School of Information Technology, Mae Fah Luang University, Chiang Rai, Thailand; School of Computer Science, University of Auckland, Auckland, New Zealand",2022 IEEE 19th International Conference on Software Architecture (ICSA),"24 May 2022","2022","","","146","156","The evolutionary architecture supports software systems to make small functional changes frequently and reliably. With fitness functions defined, we can ensure that the architectural goals are met as the system evolves. However, some functionality changes cause architectural changes, which impact a large part of the software system. Therefore, we aim at ensuring that changes in the architectural design do not impact the existing functionalities, while new functionalities are incorporated into the new design. This paper proposes an approach to automate architectural design refactoring that supports changes in functionalities. Our approach applies formal modeling and verification to refactor and verify the evolution process of software systems. The proposed algorithms help to automatically refactor the design by referencing the given architecture design. With our appproach, the evolution process can be planned and formally verified to guarantee that the system can evolve safely to support functionality changes. We evaluated our approach with four real-world systems. The results show the effectiveness of our refactoring approach to support new functional properties.","","978-1-6654-1728-0","10.1109/ICSA53651.2022.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779700","Design Refactoring;Formal Method;Model Checking;Functional property;Evolutionary Architecture","Software architecture;Design methodology;Conferences;Software algorithms;Computer architecture;Model checking;Software systems","","1","","38","IEEE","24 May 2022","","","IEEE","IEEE Conferences"
"Semi-automatic object-oriented software design using metaheuristic algorithms","Z. Javidi; R. Akbari; O. Bushehrian","Department of Computer Engineering and IT, Shiraz University of Technology, Shiraz, Iran; Department of Computer Engineering and IT, Shiraz University of Technology, Shiraz, Iran; Department of Computer Engineering and IT, Shiraz University of Technology Shiraz, Iran",2017 2nd Conference on Swarm Intelligence and Evolutionary Computation (CSIEC),"8 Jun 2017","2017","","","123","128","The quality of software design always has a significant impact on the extendibility and maintainability of the final product. Automatic techniques may help designers to achieve better design. There are several ways for software design automation. Generally Search-based methods such as GA, ant colony, and ICA are used for problems with large search space in which finding the optimal solution is hard. In this paper a hybrid algorithm called ICA-TS (Imperialist Competitive Algorithm-Tabu Search) is presented to generate class diagram of the under design system automatically. The method has three phases: First, formal concept analysis (FCA) for preprocessing phase of the method is used as a mean to generate initial solution. Next a hybrid of ICA and TS is used to update solutions. The relationships between classes are determined in third phase. Three standard case studies are used for performance evaluation and the results are compared with results of genetic and simple ICA. The results show that the presented method has competitive results and it can generate more efficient class diagram in terms of cohesion, coupling and complexity of system.","","978-1-5090-4330-9","10.1109/CSIEC.2017.7940169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7940169","Software Design;Search-Based Software Engineering;Meta-Heuristic Algorithm;Formal Concept Analysis","Wireless fidelity","","2","","28","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
